
7,0.0,0.1
14,0.0,0.2
20,0.0,0.2
27,0.0,0.3
33,0.0,0.3
39,0.0,0.3
45,0.0,0.3
51,0.0,0.5
58,0.0,0.5
63,0.0,0.6
68,0.0,0.6
74,0.0,0.6
79,0.0,0.7
85,0.0,0.7
92,0.2,0.8
101,0.2,0.8
147,0.1,1.2
155,0.1,1.3
161,0.1,1.4
175,0.1,1.4
180,0.1,1.4
188,0.1,1.6
195,0.1,1.6
201,0.1,1.7
207,0.1,1.7
214,0.1,1.9
220,0.1,1.9
227,0.1,2.0
233,0.1,2.0
240,0.1,2.1
246,0.1,2.1
256,0.1,2.3
262,0.1,2.3
268,0.1,2.4
275,0.1,2.4
281,0.1,2.5
286,0.1,2.5
292,0.0,2.7
299,0.0,2.7
305,0.0,2.8
312,0.0,2.9
320,0.0,2.9
327,0.0,3.0
333,0.0,3.0
340,0.0,3.1
346,0.0,3.1
353,0.0,3.3
360,0.0,3.3
366,0.0,3.4
373,0.0,3.4
380,0.0,3.5
386,0.0,3.5
392,0.0,3.7
399,0.0,3.7
406,0.0,3.8
412,0.0,3.8
419,0.0,3.8
425,0.0,3.8
432,0.0,3.9
439,0.0,3.9
445,0.0,4.1
452,0.0,4.1
458,0.0,4.2
465,0.0,4.2
471,0.0,4.3
480,0.0,4.5
486,0.0,4.5
493,0.0,4.6
499,0.0,4.6
506,0.0,4.7
512,0.0,4.7
518,0.0,4.8
525,0.0,4.8
531,0.0,4.8
538,0.0,4.8
544,0.0,4.8
550,0.0,5.0
557,0.0,5.0
563,0.0,5.1
569,0.0,5.1
576,0.0,5.3
583,0.0,5.3
589,0.0,5.4
596,0.0,5.4
601,0.0,5.4
606,0.0,5.4
613,0.0,5.5
620,0.0,5.6
626,0.0,5.6
633,0.0,5.6
640,0.0,5.7
646,0.0,5.8
653,0.0,5.8
660,0.0,5.9
666,0.0,5.9
672,0.0,5.9
677,0.0,6.1
683,0.0,6.1
689,0.0,6.1
695,0.0,6.3
701,0.0,6.4
708,0.0,6.4
715,0.0,6.5
722,0.0,6.5
728,0.0,6.5
735,0.0,6.5
741,0.0,6.6
747,0.0,6.6
753,0.0,6.7
760,0.0,6.7
766,0.0,6.9
773,0.0,6.9
780,0.0,6.9
786,0.0,6.9
793,0.0,7.0
800,0.0,7.0
806,0.0,7.0
812,0.0,7.0
820,0.0,7.2
827,0.0,7.2
833,0.0,7.3
840,0.0,7.3
847,0.0,7.3
854,0.0,7.3
861,0.0,7.5
868,0.0,7.6
875,0.0,7.6
881,0.0,7.6
887,0.0,7.6
893,0.0,7.8
899,0.0,7.8
