
6,48.8,0.0
13,47.1,0.0
20,48.6,0.0
26,47.8,0.0
33,48.2,0.0
39,55.4,0.0
45,60.7,0.0
51,64.8,0.0
57,68.0,0.0
63,69.8,0.0
68,64.6,0.0
73,60.2,0.0
79,55.6,0.0
84,52.3,0.0
91,48.3,0.0
101,46.2,0.0
129,39.7,0.0
154,35.4,0.0
161,35.3,0.0
174,32.7,0.0
180,31.6,0.0
186,30.6,0.0
194,30.9,0.0
201,31.6,0.0
207,33.2,0.0
213,34.0,0.0
219,35.6,0.0
226,36.3,0.0
233,37.8,0.0
239,38.4,0.0
246,39.5,0.0
255,39.7,0.0
261,39.0,0.0
268,38.0,0.0
274,37.2,0.0
280,36.4,0.0
286,35.6,0.0
292,36.1,0.0
298,37.2,0.0
305,37.6,0.0
312,38.7,0.0
319,39.0,0.0
326,39.0,0.0
333,39.8,0.0
339,40.3,0.0
346,41.1,0.0
352,41.7,0.0
359,41.3,0.0
366,40.5,0.0
373,39.8,0.0
379,39.1,0.0
385,38.5,0.0
392,37.8,0.0
398,37.3,0.0
405,37.9,0.0
412,38.3,0.0
418,39.1,0.0
424,39.4,0.0
431,40.1,0.0
438,40.4,0.0
444,41.1,0.0
451,41.4,0.0
458,42.1,0.0
464,42.5,0.0
471,42.0,0.0
479,41.3,0.0
486,40.7,0.0
492,40.2,0.0
498,39.7,0.0
506,39.7,0.0
512,40.2,0.0
518,40.4,0.0
524,40.9,0.0
531,41.1,0.0
537,41.5,0.0
543,41.7,0.0
550,42.2,0.0
556,42.4,0.0
563,42.9,0.0
569,42.5,0.0
575,42.0,0.0
582,41.5,0.0
588,41.1,0.0
595,40.6,0.0
601,40.2,0.0
606,39.9,0.0
612,40.1,0.0
619,40.2,0.0
626,40.6,0.0
632,40.9,0.0
639,41.2,0.0
646,41.4,0.0
652,41.9,0.0
659,42.1,0.0
666,42.4,0.0
672,42.6,0.0
677,42.3,0.0
682,41.9,0.0
688,41.6,0.0
695,41.2,0.0
701,40.8,0.0
707,40.5,0.0
714,40.3,0.0
721,40.3,0.0
728,40.5,0.0
734,40.9,0.0
740,41.2,0.0
746,41.5,0.0
753,41.7,0.0
759,42.1,0.0
766,42.2,0.0
772,42.6,0.0
779,42.8,0.0
786,43.0,0.0
793,42.6,0.0
799,42.3,0.0
806,42.0,0.0
812,41.6,0.0
819,41.3,0.0
826,41.3,0.0
833,41.4,0.0
839,41.7,0.0
846,41.9,0.0
853,41.9,0.0
860,42.0,0.0
867,42.0,0.0
874,42.0,0.0
880,42.0,0.0
886,41.7,0.0
892,41.4,0.0
898,41.2,0.0
