
7,52.3,8.2
13,48.5,8.2
20,47.1,8.2
27,46.8,8.2
33,45.7,0.0
39,38.7,0.0
45,33.5,0.0
51,29.6,0.0
57,26.5,0.0
63,23.9,0.0
68,22.2,0.0
73,20.6,0.0
79,19.1,0.0
85,17.7,0.0
92,16.4,0.0
101,14.9,0.0
147,15.7,6.3
154,15.0,6.3
161,14.3,0.0
175,13.2,0.0
180,12.8,0.0
188,12.2,0.0
195,11.9,0.0
201,11.4,0.0
207,11.1,0.0
213,10.8,0.0
220,10.5,0.0
227,10.2,0.0
233,9.9,0.0
240,9.6,0.0
246,9.3,0.0
255,9.7,7.4
262,11.4,7.4
268,12.7,7.4
274,14.2,7.4
281,15.2,7.4
286,16.4,0.0
292,16.1,0.0
299,15.8,0.0
305,15.4,0.0
312,15.0,0.0
320,14.7,0.0
327,14.4,0.0
333,14.1,0.0
340,13.8,0.0
346,13.6,0.0
353,13.3,0.0
359,13.9,9.0
366,14.8,9.0
373,16.0,9.0
379,16.7,9.0
386,17.7,9.0
392,18.7,9.0
399,19.5,9.0
405,19.3,0.0
412,19.0,0.0
418,18.7,0.0
425,18.4,0.0
431,18.1,0.0
438,17.8,0.0
445,17.6,0.0
452,17.3,0.0
458,17.1,0.0
465,16.8,0.0
471,17.0,8.6
479,17.8,8.6
486,18.7,8.6
493,19.2,8.6
499,20.0,8.6
506,19.9,0.0
512,19.6,0.0
518,19.4,0.0
525,19.1,0.0
531,18.9,0.0
537,18.7,0.0
544,18.5,0.0
550,18.3,0.0
557,18.0,0.0
563,17.8,0.0
569,17.7,0.0
575,18.2,8.9
582,18.6,8.9
589,19.3,8.9
595,19.8,8.9
601,20.4,0.0
606,20.2,0.0
612,20.0,0.0
620,19.7,0.0
626,19.6,0.0
633,19.3,0.0
640,19.1,0.0
646,18.9,0.0
653,18.7,0.0
660,18.5,0.0
666,18.4,0.0
672,18.2,0.0
677,18.1,0.0
683,17.9,0.0
689,17.9,6.8
695,18.5,6.8
701,18.9,6.8
708,19.4,6.8
715,19.6,6.8
722,19.8,0.0
728,19.6,0.0
735,19.5,0.0
741,19.3,0.0
747,19.1,0.0
753,19.0,0.0
760,18.8,0.0
766,18.7,0.0
773,18.5,0.0
780,18.3,0.0
786,18.3,6.8
793,18.7,6.8
800,19.2,6.8
806,19.6,6.8
812,20.1,6.8
820,20.4,6.8
827,20.6,6.8
833,20.5,0.0
840,20.4,0.0
847,20.2,0.0
854,20.1,0.0
860,19.9,0.0
867,19.7,0.0
874,19.6,0.0
880,19.4,0.0
887,19.3,0.0
893,19.2,0.0
899,19.0,0.0
